페이지,순번,게시일,리포트명,종목명,티커,거래소,투자의견,PDF URL,PDF 파일명,리포트 현재주가,Bear 목표가,Base 목표가,Bull 목표가,목표가 통화,목표가 세부,투자포인트,추출 상태,비고
5,8,2024-11-07T15:32:24,"Equity Research, 에스트래픽",에스트래픽,234300,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/11/24-2-2주차-수정보고서_5팀-에스트래픽.pdf,2024-11-07_equity-research-에스트래픽.pdf,4150.0,,6900.0,,KRW,rating=Buy; base=6900,"1. 미국에 선 작은 거인 AFC 사업에서 S급 역량을 가진 동사는 18년, 미국 내 자회사와 함께 미국 시장에 도전장을 내민다. 국내와는 비교도 안 되는 어마어마한 규모의 미국 시장에서 동사는 새로운 꿈을 꾸기 시작한다. 준비된 인재였던 동사는 19년 워싱턴 D.C를 시작으로, 샌프란시스코, LA까지 수주 성공의 길을 만들었다. 그리고 지금, 뉴욕이라는 최대 사 업장으로 빠르게 걸어가고 있다. 동사가 안내하는 길을 차근차근 따라간다면, 어느새 동사의 업사이드에 확신을 가지게 될 것이다. - 투자포인트 2. 먹던 밥도 잘 먹는다 사람의 입맛은 쉽게 변하지 않는다. 그간 국내에서 안정적으로 매출을 쌓아왔던 동사 는 앞으로도 국내에서 견조한 매출 성장세를 이어갈 것이다. 동사가 영위하는 KTCSM은 과점 시장으로서, 기존의 외산 신호시스템을...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
5,9,2024-11-07T15:32:22,"Equity Research, 티엘비",티엘비,356860,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/11/24-2-2주차-수정보고서_4팀-티엘비.pdf,2024-11-07_equity-research-티엘비.pdf,13550.0,,26000.0,,KRW,rating=Buy; base=26000,"– Historical PER Method & Historical Peer PER Method 28 - 7. Appendix 31 #### 산업&기업 분석 AI 서버가 출하된다 고속 성장을 거듭하던 반도체 산업의 ‘무어의 법칙’은 깨졌고 시스템 반도체에 비해 느린 메모리 반도체의 성능 개선 속도에 의해 발생하는 ‘메모리 장벽’에 찬란할 거 같았던 AI시대로의 물결은 그 속도를 늦췄다. 또한 고질적인 발열 문제, 낮은 전력 효율로 발생하는 비용 문제는 AI를 구동 하면 오히려 손해를 보는 아이러니를 만들었다. 더 나은 AI를 위해 메모리의 성능 향상, 비용 문 제 모두를 해결하려는 거대한 파도 eSSD와 DDR5에 올라타 누구보다 빠른 서핑을 이어갈 반도 체 PCB 기업, 티엘비를 소개한다. 1.1. 서버 증가 바야흐로 대 AI시대다. 방...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
5,10,2024-11-07T15:32:19,"Equity Research, 현대모비스",현대모비스,012330,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/11/24-2-2주차-수정보고서_3팀-현대모비스.pdf,2024-11-07_equity-research-현대모비스-2.pdf,248500.0,,386100.0,,KRW,rating=Buy; base=386100,"는 없다. 대주주의 지분율이 높은 상황에서, 동사는 현대 차그룹 밸류업의 최대 수혜자가 될 것이다. 이제 본서와 함께 변화의 순간을 목도해보자. ###### 현대모비스 리딩방 – 펼쳐보고, 읽어보기. 지배구조의 그늘을 걷어내면 비로소 Tier 1 부품사의 저력이 빛을 발한다. 동사는 전 방사의 글로벌 도약을 동행하며 경쟁사들과 차별화된 제조역량을 갖췄다. 안정적 캐 시카우 사업부문을 기반으로 과감한 투자로 도약을 준비하고 있다. 프리미엄화와 전 기차 전환이라는 완성차 트렌드에 탑승하기 위해 동사가 선택한 티켓은 고부가가치 부품과 전동화 부문이다. 고부가가치 부품은 단기 성과에 대한 전망을, 전동화 부문 은 장기 레이스에서 동사가 좋은 펀더멘탈을 갖출 것이라는 판단을 가능케 한다. 북 미 전동화 공장의 가동은 자동차 시장에서의 존재감을 뽐...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
5,11,2024-11-07T15:32:17,"Equity Research, 브이티",브이티,018290,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/11/24-2-2주차-수정보고서_2팀-브이티.pdf,2024-11-07_equity-research-브이티.pdf,32500.0,,55700.0,,KRW,rating=Buy; base=55700,"(24E) PER EPS ROE 18.22x 1,866 원 46.2% 주요 주주 정철 21.02% 강승곤 외 2인 9.78% 큐브엔터 9.62% SMIC 2 팀 팀장 49 기 이대영 팀원 49 기 이효진 50 기 김남호 50 기 노현성 50 기 오태한 # CONTENT 1Nov2014 - 1. 투자전략 3 - 2. Beauty and the Best - 산업분석 4 - 3. 프리티 VT - 기업분석 6 - 4. 넌 내게 빠져, 리들샷 – Point ① 8 - 5. 헤어날 수 없어 – Point ② 16 - 6. Valuation – Peer PER Method 23 - 7. Appendix 31 ##### 1. 투자전략 – 답지는 트렌드에 있다 1 Nov 2014 바야흐로 트렌드의 시대다. 화장품 주가는 실적에 선행하고, 트렌드는 실적의...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
5,12,2024-11-07T15:32:13,"Equity Research, 한국전력",한국전력,015760,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/11/24-2-2주차-수정보고서_1팀-한국전력.pdf,2024-11-07_equity-research-한국전력-2.pdf,23050.0,,37630.0,,KRW,rating=Buy; base=37630,"1. 지금, 전력요금 인상에 베팅하라 17년 이후 항상 유지되어 왔던, 산업용 < 주택용 < 일반용이라는 전기요금 공식이 정부의 선별적인 산업용 전기요금 인상으로 깨지고 있다. 국내 물가에 미치는 영향이 크며 민생과 직결되는 주택용, 일반용 전기요금 인상을 정부는 최대한 미뤄온 것으로 보이나, 이제는 더 이상 미룰 수 없다. 한전법을 지키기 위해서라도 빠른 시기 내에 수익을 증가시켜야만 하는 상황에 놓여있고, 물가 상승률이 낮고 선거까지 기간이 남 아있으며, 결정권자의 강한 인상 의지가 엿보이는 지금이 동사가 주택용, 일반용 전 기요금을 인상할 적기이다. 구체적인 인상액과 인상시기를 알아보며 전력 판매량 또 한 꾸준히 증가할 수밖에 없음을 알아보자. - 투자포인트 2. Under Pressure, C 아래에서 위로 봐도 매력적인 동사다....",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
6,1,2024-10-17T07:29:02,"Equity Research, HDC현대산업개발",HDC현대산업개발,294870,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/10/24-2-1주차-수정보고서_5팀-HDC현대산업개발.pdf,2024-10-17_equity-research-hdc현대산업개발.pdf,22150.0,,35600.0,,KRW,rating=Buy; base=35600,"1. 튼튼한 나무: 자체 사업으로 수익원 확보 바야흐로 자체개발 사업의 시대다. 동사는 수주 물량에 회사의 명운을 걸기보다는 자 체적으로 프로젝트를 시행해 시공까지 마치면서 자체사업 역량을 확보해왔다. 이제 그 진가가 드러날 광운대 역세권 개발사업이 착공이 임박했다. 동사는 용산역 개발을 진행한 레퍼런스가 있기 때문에, 성공적으로 프로젝트를 마칠 것이라는 큰 기대를 받 고 있다. 세간의 주목은 광운대 역세권 개발사업에 쏠려 있지만, 동사의 성장 스토리 는 이제 시작이다. 그동안 갈고닦은 역량으로 날개를 달 동사의 성장에 주목해보자. - 투자포인트 2. 울창한 숲: 회복 사이클의 수혜는 동사에게 얼어붙어 있던 건설업계에 드디어 훈풍이 불기 시작한다. 미국이 지난 9월 ‘빅컷’을 단행하면서 11일 한국은행 또한 기준금리를 25bp 인하하였다...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
6,2,2024-10-17T07:28:59,"Equity Research, SOOP",SOOP,067160,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/10/24-2-1주차-수정보고서_4팀-SOOP.pdf,2024-10-17_equity-research-soop.pdf,96200.0,,182500.0,,KRW,rating=Buy; base=182500,"(24E) EPS PER ROE 9,865 원 12.68x 26.5% ###### 주요 주주 쎄인트인터내셔널 외 8인 26.33% UBS AG 외 4인 7.70% Morgan Stanley 5.65% SMIC 4 팀 팀장 49기 이준호 팀원 49기 한승호 50기 심재윤 50기 김태원 50기 박민석 # CONTENTS - 1. 투자 Idea 03 - 2. 산업 & 기업 분석 04 - 3. Point 0. 진정한 풍(⭐)력 발전, 별풍선이 쓰러지지 않아 08 - 4. 투자포인트 - Point 1. 전파 끊기는 소리, 치지직 10 - Point 2. 드디어 최강이 된 SOOP 15 - 5. +α 해외 진출로 디스카운트 벗어던지기 21 - 6. 매출추정 23 - 7. Valuation – Historical PER Method 27 - 8. A...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
6,3,2024-10-17T07:28:56,"Equity Research, 크래프톤",크래프톤,259960,KRX,,http://snusmic.com/wp-content/uploads/2024/10/24-2-1주차-수정보고서_3팀-크래프톤.pdf,2024-10-17_equity-research-크래프톤.pdf,331500.0,,600500.0,2019.0,KRW,bull=2019; base=600500,"(24F) PER EPS ROE 15.4 x 18,441 원 15.54 % 주요 주주 장병규 외 31인 21.3% IMAGE FRAME INVESTMENT(HK) LIMITED 13.9% SMIC 3 팀 팀장 49 기 이재영 팀원 49 기 김태인 50 기 이재현 50 기 최고운 50 기 최규호 # CONTENTS - 1. 세계시장의 벽을 넘어 – 산업 분석 3 - 2. 배틀로얄에서 꽃피운 Kraftmanship – 기업 분석 5 - 3. IP가 VIP – Preview 8 - 4. Road to India – Point ① 9 - 5. Time to inZOI – Point ② 15 - 6. 투자 전략 21 - 7. Valuation 23 - 8. Appendix 31 ##### 1. 세계시장의 벽을 넘어 - 산업 분석 개발사와 퍼블리셔...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
6,4,2024-10-17T07:28:52,"Equity Research, 인카금융서비스",인카금융서비스,211050,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/10/24-2-1주차-수정보고서_2팀-인카금융서비스.pdf,2024-10-17_equity-research-인카금융서비스.pdf,5080.0,,8100.0,13700.0,KRW,rating=Buy; base=8100; bull=13700,"(24E) EPS PER(12mf) ROE 1,121 원 3.59x 43.37% 주요 주주 최병채 외 11인 39.28% 한화손해보험 외 2인 5.03% 자사주 4.94% ###### SMIC 2 팀 팀장 49 기 이대영 팀원 49 기 이효진 50 기 김남호 50 기 노현성 50 기 오태한 # CONTENT 1Nov2014 - 1. 편견을 넘어 : 보험업 바로알기 3 - 2. 기회를 잡고 : 고래싸움에 팝콘파는 기업 9 - 3. 미래로 연다 : 우리도 고래가 되어볼까? 16 - 4. Plus α, Value Up - 5. Issue & Risk - 22 - 23 - 6. 매출추정 - 7. Valuation - 24 - 8. Appendix 31 27 ##### 1. 편견을 넘어 : 보험업 바로알기 1 Nov 2014 보험을 알고 알파를...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
6,5,2024-10-17T07:28:35,"Equity Research, 씨에스윈드",씨에스윈드,112610,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/10/24-2-1주차-수정보고서_1팀-씨에스윈드.pdf,2024-10-17_equity-research-씨에스윈드.pdf,61500.0,,134400.0,,KRW,rating=Buy; base=134400,"1. 홀로 봄을 맞이한 동사 금리인상으로 풍력 업황은 불황을 맞이했음에도 동사는 홀로 공격적인 증설을 단행 했다. 초대형 부품이 오가는 풍력업에서 타워업의 핵심은 생산법인의 위치와 생산능 력이다. 동사는 전략적으로 미국에 육상, 유럽에 풍력 생산법인을 증설하고 있다. 풍 력 발전원이 설치된 지역을 낱낱이 파헤쳐보며 글로벌 터빈사들이 동사를 선택할 수 밖에 없는 이유를 확인해보자. - 투자포인트 2. 다시 부는 바람 각국 정부가 세제감면과 보조금으로 전폭적인 지지를 해왔음에도 불구하고, 풍력업은 금리와 그리드 병목으로 어두운 길을 걸었다. 다시 금리 인하가 시작되었고, 중단되 었던 풍력 프로젝트들이 재가동되며 물꼬가 트이기 시작했다. 전문가들은 입을 모아 24년을 풍력 산업의 턴어라운드로 짚고 있다. 풍력업에 다시 불어온 바람과 함께, 이...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
6,6,2024-06-07T08:03:41,"Equity Research, 쿠쿠홀딩스",쿠쿠홀딩스,192400,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/06/24_1_4주차_수정보고서_5팀_쿠쿠홀딩스.pdf,2024-06-07_equity-research-쿠쿠홀딩스.pdf,21350.0,,28900.0,,KRW,rating=Buy; base=28900,"- 쿠쿠, 단단한 펀더멘털로 뜸 들이기 동사는 국내 전기밥솥시장에서 M/S 80%, 1인자의 자리를 30년째 유지하고 있다. 매 년 매출은 꾸준히 오르고, 제조업임에도 두 자리수 ROE와 OPM이라는 퍼포먼스를 내고 있다. 동사의 행보는 앞으로도 계속될 것이다. 한국에서 전기밥솥을 캐시카우 로 제한된 다운사이드를, 수출로 활짝 열린 업사이드를 함께 따라가보자. 동사는 국 내 밥솥 시장으로의 선제적 시장 진입과 안정적 사업 운영을 통해 오랫동안 타사 대비 압도적인 수익성을 유지해왔다. 투자포인트에서는 동사 수익성의 정량적인 매 력도를 타사와의 비교를 통해 직접 알아본다. 두번째로, 동사의 기업체질 변화를 위 해서는 적극적인 해외 진출이 필요하다. 이를 위해 성장하는 중국과 동남아의 밥솥 시장, 미국의 멀티쿠커까지, 단단한 업력과 기술력,...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
6,7,2024-06-07T08:02:47,"Equity Research, 케이씨",케이씨,029460,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/06/24_1_4주차_수정보고서_4팀_케이씨.pdf,2024-06-07_equity-research-케이씨.pdf,21550.0,,28100.0,,KRW,rating=Buy; base=28100,"을 통해 도출한 28,100원을 목표주가로 제시한다. 반도체 장비/소재 전문 지주회사인 동사가 AI 반도체 수요 증가 속에서 견고한 성장을 맞이할 것임은 의심할 여지가 없다. 그러나 최근 전방사의 CAPEX 투자 중단에 대한 우려와 첨단 장비로 몰리는 수급으로 인해 동사 주가는 다소 단조로운 모습을 보여왔다. 그러나 다시금 전방의 반도체 투자가 활기를 찾기 시작했으며, 언제나 그랬듯 동사의 실적 상승이 이어지면, 비로소 동사의 가치는 제고될 것이다. ### Buy 목표주가: 28,100 원 현재주가: 21,550 원 상승여력: 30.39% 12M 주가추이 시가총액 2,941 억원 ###### Point 1. 다시 돌아가기 시작한 반도체 투자 시계 동사의 실적에 가장 중요한 것은 전방의 Capex가 증가하는 것이다. AI 시장은 폭발 적인...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
6,8,2024-06-07T08:02:13,"Equity Research, 넥센",넥센,005720,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/06/24_1_4주차_수정보고서_3팀_넥센.pdf,2024-06-07_equity-research-넥센.pdf,4435.0,,6080.0,,KRW,rating=Buy; base=6080,"을 통해 도출한 6,080원을 목표주가로 제시한다. 한국의 지주회사들 은 중복상장, 불명확한 투자아이디어, 상속 이슈 등 다양한 이유로 주가를 할인 받고 있다. 이를 상쇄하기 위해서는 그룹 전체가 유사한 사업을 영위하며 시너지를 높여야 하며, 배당을 늘려 ROE를 제고해야 할 것이다. 이를 가능하게 하는 것은 결국 유망 한 자회사의 성장과 자본을 효율적으로 배치할 수 있는 역량이다. 이러한 모든 조건 을 갖춘 사업지주 회사 Nexen을 소개한다. 목표주가: 6,080 원 현재주가: 4,435 원 상승여력: 33.0% 12M 주가추이 시가총액 2,374 억 원 - 투자포인트 1. Tire Makes Growth 동사의 심장, 넥센타이어가 빠르게 뛰기 시작한다. 멀게만 보였던 타이어 산업의 터 널, 그 터널의 끝자락은 지금껏 보지 못했던 황...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
6,9,2024-06-07T08:01:13,"Equity Research, KG스틸",KG스틸,016380,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/06/24_1_4주차_수정보고서_2팀_KG스틸.pdf,2024-06-07_equity-research-kg스틸.pdf,6790.0,,9600.0,,KRW,rating=Buy; base=9600,"- 나 아직 철 안 지났어 동사는 오랜 기간 Cyclical 특성이 강한 철강 산업 플레이어로서 극심한 저평가와 투 자자들의 외면을 면치 못했다. 21년 이후 장기 지속 중인 중국발 철강 업황 부진에 따른 사양 산업화 우려는 그간 동사 재평가의 기회를 막아온 주요한 요인이다. 본 보 고서는 저평가의 기저에 존재하는 과도한 우려를 해소하는 동시에, 동사의 펀더멘털 에 대한 이해를 통해 현재 동사가 영위하는 사업에 대한 신뢰를 제공하고자 한다. 이를 위해 단기적으로는 21년 이후 동사가 보여온 실적 개선의 흐름과 유사하게 고 수익 포트폴리오 위주의 실적 견인이 지속될 것임을 규명한다. 더불어 장기적으로 25년 이후의 업황 회복을 전망하며 동사가 영위하는 철강 산업에 대한 비관적 인식 을 개선한다. 마지막으로, 25년부터 동사가 개진할 신사업...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
6,10,2024-06-07T07:58:53,"Equity Research, 오리온",오리온,271560,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/06/24_1_4주차_수정보고서_1팀_오리온.pdf,2024-06-07_equity-research-오리온-2.pdf,92100.0,,116200.0,,KRW,rating=Buy; base=116200,". 원조 K-푸드 수출 기업 동사는 낮은 부채비율, 빠른 현금화, 높은 OPM 등 좋은 조건은 다 갖췄다. 매출만 발생하면 이익을 남기고 현금을 쌓는 것은 당연한 수순이 된 동사의 앞에, 매출 성장 의 바통을 이어받을 주자들이 기다리고 있다. 단일 국가로 가장 많은 매출을 발생시 키며 동사의 든든한 캐시카우가 되어주는 중국에 이어, 쌀스낵, 젤리 등 노련한 현지 화 전략으로 공략해 나가고 있는 베트남이 기다리고 있다. 베트남의 뒤에도 꼬북칩이 히트상품으로 성공하면서 차곡차곡 성장해 나가는 미국과 베트남 시장 진출 시절과 유사한 속도로 성장 중인 인도 시장이 있다. Plus α. 리가켐 인수, 실수는 아니에요 리가켐바이오는 동사에게 명백한 저평가의 원인이 됐다. 그러나 이러한 저평가는 이 종 산업에 속한 기업을 인수했다는 사실뿐 아니라,...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
6,11,2024-05-24T16:24:40,"Equity Research, Intuitive Surgical",Intuitive Surgical,ISRG,NASDAQ,Buy,http://snusmic.com/wp-content/uploads/2024/05/24_1_3주차_수정보고서_5팀_Intuitive_Surgical.pdf,2024-05-24_equity-research-intuitive-surgical.pdf,396.43,,523.8,,USD,rating=Buy; base=523.8,"– Historical PER Method 23 - 6. Appendix 31 ##### Intro. 1 Nov 2014 무리 가운데 우두머리를 차지하여 나머지를 지배하고 이끌어 갈 수 있는 힘, 바로 헤게모니에 대한 설명이다. 작은 집단에서 강대국 간의 경쟁까지, 기원전 석기시대부터 24년 현재까지, 헤게 모니를 보유한 주체는 언제나 전례 없는 성장을 보여주었고 모두의 선망의 대상이 되었다. 주식 투자 또한 시대의 헤게모니를 쥐고 있는 기업을 찾아가는 과정이 되어야 한다. 스마트폰 시장 개화기의 APPLE, AI 시대의 NVIDIA 와 같은 기업은 모두 본인을 남에게 맞추는 것이 아닌 스스로 산업을 이끌어 나갔으며 이는 곧 차별적인 성장으로 이어졌다. 그리고 주식 투자자들은 흔히 이 헤게모니를 쥘 수 있는 기업을 숏티지(Shortage...",ok,markdown reextract
6,12,2024-05-24T16:22:58,"Equity Research, OSAKA Titanium Technologies Co.,Ltd.","OSAKA Titanium Technologies Co.,Ltd.",5726,TYO,Buy,http://snusmic.com/wp-content/uploads/2024/05/24-1-3주차-수정보고서_4팀-OSAKA-Titanium-Technologies-Co.Ltd_..pdf,2024-05-24_equity-research-osaka-titanium-technologies-co-ltd.pdf,2490.0,,4300.0,,JPY,rating=Buy; base=4300,"를 통해 넘치는 수요와 좁혀지는 공급 사이 매력적인 틈을 숫자로 증명하고, 그 수혜가 동사의 마진 개선으로 이어질 것임을 보이도록 하겠다. 시가총액 916 억엔 ###### 투자포인트 1. 티타늄 스펀지 쇼티지 B/S Data(TTM) 사람들은 다시 캐리어를 끌고 공항으로 향하기 시작했다. 이들을 필두로 여객 회복의 기운이 완연해지고, 팬데믹 당시 감축했던 인력들을 다시 채용하면서 항공기의 수요 는 점점 증가하고 있다. 이를 확인하고자 견조한 수요 속, 증설을 진행 중인 최전방 의 Q를 직접 추정하였다. 한편 공급 측면에서 VSMPO의 선택지들을 하나하나 뜯어 보면, 지금 당장 이전 수준의 막대한 양의 티타늄 정광을 구할 수 없는 상황이 도래 했음을 알 수 있다. 즉, 현시점 티타늄 스펀지는 그야말로 ‘부족’하다. 그리고 그 수혜 는 러...",ok,markdown reextract
7,1,2024-05-24T16:21:34,"Equity Research, Palantir Technologies Inc.",Palantir Technologies Inc.,PLTR,NASDAQ,Buy,http://snusmic.com/wp-content/uploads/2024/05/24_1_3주차_수정보고서_3팀_Palantir_Technologies_Inc..pdf,2024-05-24_equity-research-palantir-technologies-inc.pdf,21.65,,40.89,,USD,rating=Buy; base=40.89,"1. 대체 가능한 인간 - AI 역량 쇼티지 발생 AI는 인간을 대체할 수 있을까? 모두 AI를 외치고 있는 세상. 하지만 기업들은 스스 로 AI를 구현할 수 있는 역량이 부족하다. 즉, ‘AI 역량 쇼티지’를 맞이한 것이다. 이 는 고스란히 AI 인력 채용 수요의 급증으로 이어졌다. 하지만 이를 채워줄 수 있는 실질적인 인력은 부족한 상황이다. 미국 사회의 구조적인 문제로 인해 대학 입학생이 지속적으로 감소하고 있고, 회복의 기미가 보이지 않고 있기 때문이다. 외국인 수급 역시 턱없이 부족한 상황이다. 이때, 동사의 AIP가 등장했다. 경험과 지식을 요하는 AI 인력을 대체하기 위해 등장한 구원투수, 팔란티어를 소개한다. - 투자포인트 2. AI Platform, AIP 동사의 AIP는 AI 인프라를 구축하는 인력들을 빠르게 대체할 것...",ok,markdown reextract
7,2,2024-05-24T16:18:22,"Equity Research, Fluence Energy Inc.",Fluence Energy Inc.,FLNC,NASDAQ,Buy,http://snusmic.com/wp-content/uploads/2024/05/24_1_3주차_수정보고서_2팀_Fluence_Energy_Inc.pdf,2024-05-24_equity-research-fluence-energy-inc.pdf,18.24,,32.89,,USD,rating=Buy; base=32.89,"1. BESS is the Best to Solve the Rest! 09 - 4. 투자포인트 2. BarriEr Stands Strong 16 - 5. Issue & Risk 21 - 6. 매출 추정 22 - 7. Valuation – DCF Method 25 - 8. Appendix 31 ##### 1. 산업 분석 AI가 촉발한 막대한 규모의 전력 수요 증가는 전력망 산업에 대한 관심으로 이어졌다. 전력망의 선두에 있는 변압기와 전선 산업은 빅사이클에 올라타며 유례없는 호황을 누리고 있다. 이제 그 호황은 전력망의 다음 타자, ESS 산업으로 이어진다. 뿐만 아니라, AI는 데이터센터의 폭발적인 증가를 이끌며 새로운 모멘텀을 형성했다. 전력망 개편과 AI 데이터센터 증가에 힘입은 ESS산 업의 본격적인 차례는 이제 시작되었다. 변압기...",ok,markdown reextract
7,3,2024-05-24T16:16:51,"Equity Research, Centrus Energy Corp",Centrus Energy Corp,LEU,NYSE,Buy,http://snusmic.com/wp-content/uploads/2024/05/24_1_3주차_수정보고서_1팀_Centrus_Energy_Corp.pdf,2024-05-24_equity-research-centrus-energy-corp.pdf,43.64,,30.0,,USD,rating=Buy; base=30; case_1=2,"1. SMR, HALEU와 함께 춤을 AI 혁명으로 전력 수요가 가속화되면서 원전, 나아가 SMR 수요를 자극하지만 시장 은 아직 새로운 기술에 대해 회의적이다. 하지만 동사의 Upside를 위해 필요한 SMR 수요는 원전 발전량의 20%, 미국 전력 수요의 1%면 충분하다. SMR의 수요를 구체 적으로 추적하면서 그 성공 가능성을 점쳐보자. - 투자포인트 2. 동사는 Top-Pick이자 Only-Pick 러우 전쟁으로 핵 안보가 위협받으면서 탈 러시아 움직임과 함께 미국이 원전 산업 통제력을 회복하러 출격했다. 새로운 출발에는 새로운 판을 깔아둬야 하는 법. 미국 은 선진 원자로라는 새로운 판을 깔아두기 위해서 막대한 예산과 지원을 준비해 놓 았다. 정부의 적극적인 개입 없이는 선뜻 나서기 어려운 HALEU 시장으로 동사는 발 걸음을...",ok,markdown reextract
7,4,2024-05-09T07:30:21,"Equity Research, 롯데관광개발",롯데관광개발,032350,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/05/24_1_2주차_수정보고서_5팀_롯데관광개발.pdf,2024-05-09_equity-research-롯데관광개발.pdf,10150.0,,19220.0,,KRW,rating=Buy; base=19220,"Main Idea 8 - 4. CHINESE’ Back – Point ① 10 - 5. 카지노칩 장전, 동사에게 배팅 – Point ② 16 - 6. Issue & Risk 21 - 7. Valuation – EV/EBITDA Method 23 - 8. Appendix 31 ##### 1. 가깝지만 먼 너, 외국인 전용 카지노 – 산업분석 1 Nov 2014 사람을 현혹시키는 화려한 불빛과 다양한 볼거리, 그리고 일확천금의 꿈. 인간 본성에 존재하는 무수히 많은 측면 중 도박과 돈을 향한 욕망은 분명 그 중 하나다. 한국 카지노 산업은 중국의 한한령, 코로나로 인한 국경 봉쇄 등으로 바람 잘 날 없었지만 이제는 기대해도 좋다. 밀려오는 중국인과 함께 실적 턴어라운드를 시작한 카지노들은 전례 없는 잭팟을 터트릴 것이다. 먼저 국 내 카지노...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
7,5,2024-05-09T07:29:40,"Equity Research, 율촌화학",율촌화학,008730,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/05/24_1_2주차_수정보고서_4팀_율촌화학.pdf,2024-05-09_equity-research-율촌화학.pdf,32350.0,,69000.0,,KRW,rating=Buy; base=69000,"– PER Method 26 - 7. Appendix 33 ##### 파우치형 필름, 좋은 배터리의 선결조건 – 산업분석 동사는 파우치형 배터리를 만드는 데 필수적인 재료인 파우치형 필름을 만드는 기업이다. 파우 치형 필름의 성능은 배터리의 성능 및 안전성에 직결된다는 점에서 매우 중요하다. 동사가 속해 있는 밸류체인을 먼저 살펴보고, 진입장벽이 있는 해당 산업에서 가장 중요한 것은 기술적 해자 를 구축하는 것임을 살펴보자. ###### 1.1. 좋은 배터리에는 좋은 재료가 필요해 이차전지 밸류체인 후방→ 이차전지 → 전방 파우치형 필름이 무엇인지를 이해하기 위해서는 먼저 파우치형 필름의 전방에 대해 먼저 이해해 야 한다. 이차전지의 밸류체인은 이차전지를 사용해 전기차, IT기기, ESS등을 만드는 전방 기업, 이차전지를 만드는 이차전지...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
7,6,2024-05-09T07:28:53,"Equity Research, 알테오젠",알테오젠,196170,KRX,Buy,http://snusmic.com/wp-content/uploads/2024/05/24_1_2주차_수정보고서_3팀_알테오젠.pdf,2024-05-09_equity-research-알테오젠.pdf,180800.0,,242200.0,,KRW,rating=Buy; base=242200,"1. 키트루다, 넌 나를 원해 제네릭과 바이오시밀러의 성장, 약가 인하를 위한 정책적 움직임으로 빅파마들은 위 기를 맞는다. 늘어나는 R&D 비용, 낮아지는 ROI 속에서 빅파마의 해자는 오리지널 약의 특허이다. 매출 1위의 블록버스터, 암치료의 패러다임을 바꾼 면역항암제 키트 루다의 특허만료가 다가온다. 아직 정복할 암이 많이 남았기에, 이대로 퇴장하기 너 무 아깝다. 빅파마 머크는 키트루다의 특허방어를 위해 동사의 SC제형변경 기술과 독점계약을 맺는다. 키트루다는 적응증 추가로 항암 시장에서 더욱더 성장할 것이며, 키트루다SC는 그 수요를 빠르게 대체할 것이다. - 투자포인트 2. 알테오젠, 모든 가능성 열어 둬 키트루다의 제형 변경 이외에도 동사는 무궁무진한 확장을 목전에 두고 있다. 그 시 작은 블록버스터 약품 시밀러들의 SC제형...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
